"Id","ParticipantId","StudentParallel","TestDate","Mark","MaxMark","SubjectId","Partition"
"2943216","C1863041-ACE0-4CD3-9862-2C36D654DD60","11","2020-03-26 16:32:08","53","58","9","1"
"2943231","0034E807-BDFB-445D-BE0B-EBCCD1065CAB","11","2020-03-26 16:34:19","4","19","27","1"
"2943277","09CD1441-A991-437E-A5FE-1E3A4AA7B182","11","2020-03-26 16:41:34","16","35","27","1"
"2943311","C6C6B8D4-3173-495B-92EB-2AECCBB1F151","11","2020-03-26 16:46:22","1","34","75","1"
"2943322","DFD22A12-36CD-43D3-80E4-5A45E2942C61","11","2020-03-26 16:47:50","10","32","48","1"
"2943347","B3C87A6E-4C20-487A-AEA7-C59AD469C5DA","11","2020-03-26 16:50:50","12","32","48","1"
"2943434","653CEC2E-6522-41EF-B302-EE4FB9EE813E","11","2020-03-26 17:04:10","0","32","48","1"
"2943436","45BFA887-369A-4523-A1CA-D8BE4BCD3B50","11","2020-03-26 17:04:24","12","32","48","1"
"2943438","620645C4-6A6C-4AAF-979B-4DCF3D118F16","11","2020-03-26 17:04:54","11","32","48","1"
"2943500","9D95FE30-E823-4F9E-969F-FCCFFA6BFD79","11","2020-03-26 17:13:21","0","32","48","1"
"2943537","9D95FE30-E823-4F9E-969F-FCCFFA6BFD79","11","2020-03-26 17:18:58",NULL,"32","48","1"
"2943541","246517E1-F0A5-4FFE-9565-F2C1D8B88591","11","2020-03-26 17:19:59","12","55","31","1"
"2943577","B2C3226B-43E4-40AE-9E22-C12FAF13B07F","11","2020-03-26 17:24:31","21","34","75","1"
"2943685","4DB6B62C-555C-428B-A37A-475DDA04DFC7","-1","2020-03-26 17:42:13","23","58","75","1"
"2943703","27978FE3-5EA2-4015-87C0-C5FD4C43B15B","11","2020-03-26 17:45:11","28","58","75","1"
"2943809","DFD22A12-36CD-43D3-80E4-5A45E2942C61","11","2020-03-26 17:59:14","17","32","48","1"
"2944006","FD59BA29-3BEA-4E45-B143-0EDF4619E3CD","11","2020-03-26 18:28:24","24","32","48","1"
"2944010","6429F2E3-3DDF-4B36-A455-405BDFF38F35","11","2020-03-26 18:29:21","2","20","48","1"
"2944039","E9D8DBBA-1308-4A6D-93BF-54EF95BAB3A8","11","2020-03-26 18:32:13","0","80","4","1"
"2944079","22D23CDF-7605-4CC2-A80B-275752E3A4DB","11","2020-03-26 18:39:05","13","16","4","1"
"2944080","BE9ED000-A9BF-45C5-824B-E9CF73B950A8","11","2020-03-26 18:39:09","68","80","4","1"
"2944083","ED2F8E90-6233-4891-85E0-015A69608FAF","11","2020-03-26 18:39:27","54","58","75","1"
"2944117","C94B1975-5CC1-4CE1-ABAF-189F779D7E64","11","2020-03-26 18:42:31","70","80","4","1"
"2944134","C7C53AC0-2D72-438A-BB06-0CB3E38DB95F","11","2020-03-26 18:45:12","26","34","75","1"
"2944186","27978FE3-5EA2-4015-87C0-C5FD4C43B15B","11","2020-03-26 18:50:42","0","58","75","1"
"2944247","953ED6FC-001D-4BD3-B625-FBDC4F4AB1F9","11","2020-03-26 18:58:10","0","58","75","1"
"2944266","4DB6B62C-555C-428B-A37A-475DDA04DFC7","-1","2020-03-26 19:00:24","0","60","37","1"
"2944272","4DB6B62C-555C-428B-A37A-475DDA04DFC7","-1","2020-03-26 19:00:58","11","32","48","1"
"2944391","782A0104-B707-4F49-9BB6-18138F39B3E8","11","2020-03-26 19:18:20","17","18","48","1"
"2944459","5F2BF528-FB02-4005-986C-18CE13073614","11","2020-03-26 19:27:36","27","58","9","1"
"2944470","1B36750C-2797-43DA-99D6-9DEA1EE14E57","11","2020-03-26 19:29:06","19","20","48","1"
"2944563","9A2674A6-F950-44D2-A5E3-8182D2F83AB1","11","2020-03-26 19:42:43","5","35","27","1"
"2944763","43837034-F395-4945-925C-CC4CB08887BF","11","2020-03-26 20:07:04","14","16","4","1"
"2944800","B5E654D8-B5D8-42CD-B173-208F06451442","11","2020-03-26 20:13:14","8","32","48","1"
"2944883","FA0DE78A-13F3-4A81-8098-E3BD338BBD99","11","2020-03-26 20:23:38","0","80","4","1"
"2944926","E0C879B4-1EEB-426A-A64A-1D8F4E56299F","11","2020-03-26 20:30:36","0","32","48","1"
"2944954","B5E654D8-B5D8-42CD-B173-208F06451442","11","2020-03-26 20:35:22","9","32","48","1"
"2945010","E9D8DBBA-1308-4A6D-93BF-54EF95BAB3A8","11","2020-03-26 20:42:12","41","53","4","1"
"2945124","E946C88A-2AE5-4E2C-B8C5-335E7573BD3A","11","2020-03-26 21:00:39","15","18","48","1"
"2945129","B5E654D8-B5D8-42CD-B173-208F06451442","11","2020-03-26 21:00:59","7","32","48","1"
"2945171","26B2FDD2-231B-47AB-A8A1-9805EFC62FB6","11","2020-03-26 21:08:58","24","58","75","1"
"2945230","B5CB6FF5-25D9-479C-8512-BD641E60B1B3","11","2020-03-26 21:20:19","15","32","48","1"
"2945278","20D18C8E-8CE6-4AE9-B9AF-C53F95FC2132","10","2020-03-26 21:26:32","12","32","48","1"
"2945305","B07762C1-4B78-4F81-B74A-8D6567B6870F","11","2020-03-26 21:31:21","20","32","48","1"
"2945358","4A22D222-D48D-4257-81F9-DE2276CE0748","11","2020-03-26 21:38:47","5","24","86","1"
"2945363","B5E654D8-B5D8-42CD-B173-208F06451442","11","2020-03-26 21:40:31","10","32","48","1"
"2945440","936BF917-BACD-4A26-B76A-EC5D4CF05807","11","2020-03-26 21:53:47","11","16","4","1"
"2945444","C5D9E6FE-8F21-4C05-9E53-41D84BEB695E","11","2020-03-26 21:55:05","14","16","4","1"
"2945452","B5E654D8-B5D8-42CD-B173-208F06451442","11","2020-03-26 21:56:19","8","32","48","1"
"2945459","0293962C-87FE-4897-B6E0-9DF1D58CBD44","11","2020-03-26 21:58:02","49","58","75","1"
"2945545","B5E654D8-B5D8-42CD-B173-208F06451442","11","2020-03-26 22:14:51","10","32","48","1"
"2945556","620645C4-6A6C-4AAF-979B-4DCF3D118F16","11","2020-03-26 22:16:46","31","64","61","1"
"2945581","B5E654D8-B5D8-42CD-B173-208F06451442","11","2020-03-26 22:24:27","9","32","48","1"
"2945598","C5D9E6FE-8F21-4C05-9E53-41D84BEB695E","11","2020-03-26 22:30:30","15","16","4","1"
"2945605","8E628EA2-61D8-4D87-A151-48290570539C","11","2020-03-26 22:32:24","32","34","75","1"
"2945624","C5D9E6FE-8F21-4C05-9E53-41D84BEB695E","11","2020-03-26 22:36:40","15","16","4","1"
"2945625","07E95E0B-DE9C-4DC8-994D-A1E4EED86C78","11","2020-03-26 22:36:45","15","20","48","1"
"2945653","B3C87A6E-4C20-487A-AEA7-C59AD469C5DA","11","2020-03-26 22:45:50","0","32","48","1"
"2945707","FABA7BBA-ECE7-4D11-AE8D-87CB40D2912C","11","2020-03-26 23:01:57","12","19","27","1"
"2945731","DDBF4630-C3B9-45A0-86BE-7806F2D96CF3","11","2020-03-26 23:08:47","15","18","9","1"
"2945765","DDBF4630-C3B9-45A0-86BE-7806F2D96CF3","11","2020-03-26 23:19:35","18","18","48","1"
"2945770","FABA7BBA-ECE7-4D11-AE8D-87CB40D2912C","11","2020-03-26 23:21:08","11","19","27","1"
"2945827","DDBF4630-C3B9-45A0-86BE-7806F2D96CF3","11","2020-03-26 23:50:05","18","24","86","1"
"2945875","6FEE08FC-4503-4E05-9206-E60E28F798CE","11","2020-03-27 00:18:58","11","64","61","1"
"2946089","CAF94E6D-3E79-4F5F-B7F9-AADC2D18236C","11","2020-03-27 06:50:42","49","80","4","1"
"2946227","945428B4-6AF1-48A9-A91B-028CB4D6CFB0","11","2020-03-27 08:37:51","9","32","48","1"
"2946271","F7E0E129-115F-444C-BED1-7B6D59431C7D","10","2020-03-27 08:52:28","12","58","44","1"
"2946420","945428B4-6AF1-48A9-A91B-028CB4D6CFB0","11","2020-03-27 09:25:59","0","32","48","1"
"2946438","945428B4-6AF1-48A9-A91B-028CB4D6CFB0","11","2020-03-27 09:28:28","9","32","48","1"
"2946481","16767A6A-EDCA-4D38-82F7-A7E27A79E0E0","11","2020-03-27 09:34:42","28","33","75","1"
"2946489","D8639F58-38DE-4788-96F4-48C9ED519F7C","11","2020-03-27 09:35:44","5","19","27","1"
"2946561","71BB9572-F518-44AE-A3AB-26945606B488","11","2020-03-27 09:47:52","61","64","61","1"
"2946566","315B160F-FC2F-4976-9F05-D23D53D9DFE2","11","2020-03-27 09:48:26","0","34","75","1"
"2946645","716BDBB7-D0EA-4E10-9935-C76785A8629B","11","2020-03-27 10:00:00","34","55","31","1"
"2946648","6832483A-3536-42BA-BCDE-2120BEE6E0DD","11","2020-03-27 10:00:02","37","55","31","1"
"2946652","E90F9A95-356B-4C53-AC7F-F07BE42D67B1","11","2020-03-27 10:00:15","39","55","31","1"
"2946655","20096AFF-A2BF-40F7-A8AC-B651F978097B","11","2020-03-27 10:00:27","35","55","31","1"
"2946656","016C62FF-B776-4D07-9300-8CC9C53BAC3B","11","2020-03-27 10:00:31","22","55","31","1"
"2946665","51D39D5F-9530-4815-BA01-DBABBBD70429","11","2020-03-27 10:01:40","24","55","31","1"
"2946808","C365A378-7054-490F-AEAF-CAE3E8DF8F9A","11","2020-03-27 10:25:43","31","58","75","1"
"2946965","E7405C9C-1601-4BE4-8266-82B63A4E73F1","11","2020-03-27 10:48:45","28","58","75","1"
"2947022","1053C471-36A4-436F-987A-8F73070176EB","11","2020-03-27 10:56:22","13","80","4","1"
"2947147","80B61783-E959-422F-BCBB-5A0982642F20","11","2020-03-27 11:10:43","14","22","9","1"
"2947372","1992B0F0-D983-403B-AC56-2EB94AA3FA4A","10","2020-03-27 11:30:31","46","58","9","1"
"2947480","3B6751D5-CE9A-4F15-A53F-87FF9C8B7082","11","2020-03-27 11:41:32","58","80","4","1"
"2947532","96090D3F-3D81-4D9F-AAB8-8901C05122C1","-1","2020-03-27 11:45:43","13","32","48","1"
"2947544","F6487AD1-4051-463C-A8E8-332039C57C3C","11","2020-03-27 11:48:25","11","35","27","1"
"2947597","80B61783-E959-422F-BCBB-5A0982642F20","11","2020-03-27 11:54:02","0","34","75","1"
"2947668","68518BBD-F79E-47F0-93F5-9CD8351807A6","11","2020-03-27 12:01:51","21","32","48","1"
"2947863","945428B4-6AF1-48A9-A91B-028CB4D6CFB0","11","2020-03-27 12:26:37","10","32","48","1"
"2947919","40560F8B-F84A-4750-AB1C-C4C529C8C91D","11","2020-03-27 12:33:40","25","35","27","1"
"2947995","6EE0B44D-608D-46BD-84B6-566ABB8E19D3","11","2020-03-27 12:42:04","0","18","48","1"
"2948002","B5E654D8-B5D8-42CD-B173-208F06451442","11","2020-03-27 12:42:26","8","32","48","1"
"2948003","6EE0B44D-608D-46BD-84B6-566ABB8E19D3","11","2020-03-27 12:42:28","0","34","75","1"
"2948097","342C930D-71DB-48FB-86AD-436A2925FECC","11","2020-03-27 12:51:58","0","32","48","1"
"2948159","58A6B397-B14D-470E-B7CD-D93CA1C88875","11","2020-03-27 12:59:39","0","32","48","1"
"2948170","945428B4-6AF1-48A9-A91B-028CB4D6CFB0","11","2020-03-27 13:01:14","9","32","48","1"
"2948349","2F200FBF-F9D0-482B-9037-FDFCA8349F93","11","2020-03-27 13:22:36","30","58","75","1"
"2948381","E7C2D8CD-68FA-4444-9565-E6F08875B288","11","2020-03-27 13:26:08","32","58","75","1"
"2948388","F473E5EE-3BF3-484F-964F-EA759B9E73E9","11","2020-03-27 13:27:08","20","58","75","1"
"2948404","945428B4-6AF1-48A9-A91B-028CB4D6CFB0","11","2020-03-27 13:28:19","11","32","48","1"
"2948412","6D9A0459-CF8D-495B-8E5D-6E329E24DF63","11","2020-03-27 13:29:12","12","16","4","1"
"2948549","2DDC10D8-46A2-4FB8-BDAD-AD724938B0B1","11","2020-03-27 13:48:25","16","20","48","1"
"2948561","945428B4-6AF1-48A9-A91B-028CB4D6CFB0","11","2020-03-27 13:50:06","1","32","48","1"
"2948590","39CE1A82-07CD-41B1-93AB-09EECF466077","11","2020-03-27 13:55:07","27","32","48","1"
"2948708","416C3A7C-BDEE-4B10-91E1-DF067C514FB7","11","2020-03-27 14:11:22","0","58","75","1"
"2948725","67933E03-14F5-45A2-8478-F0EACC10D465","11","2020-03-27 14:13:08","71","80","4","1"
"2948810","202E635D-E4BE-44ED-98C5-B510B285B83E","11","2020-03-27 14:24:48","31","58","75","1"
"2948844","2DDC10D8-46A2-4FB8-BDAD-AD724938B0B1","11","2020-03-27 14:30:15","16","20","48","1"
"2949111","95F416F5-B2F8-488E-B904-DEE2F4F65A23","11","2020-03-27 15:10:41","18","32","48","1"
"2949128","46C72146-F5CB-43BF-8808-496E8256FF18","11","2020-03-27 15:12:44","39","58","9","1"
"2949194","D89BC478-367D-465E-AA50-FC8775597E3C","11","2020-03-27 15:24:03","0","22","86","1"
"2949259","1E90EC29-8D7F-4DAC-AB2D-59C781EA0867","11","2020-03-27 15:33:06","42","64","61","1"
"2949267","202E635D-E4BE-44ED-98C5-B510B285B83E","11","2020-03-27 15:34:08","0","58","75","1"
"2949271","202E635D-E4BE-44ED-98C5-B510B285B83E","11","2020-03-27 15:34:55","0","58","75","1"
"2949320","E0C879B4-1EEB-426A-A64A-1D8F4E56299F","11","2020-03-27 15:42:55","0","32","48","1"
"2949358","E0C879B4-1EEB-426A-A64A-1D8F4E56299F","11","2020-03-27 15:47:52","0","18","48","1"
"2949581","37829431-BA18-467C-AB71-865C164A606A","10","2020-03-27 16:21:57","28","32","48","1"
"2949681","ECB91EED-F6BA-408A-B816-8223D6ACF10B","11","2020-03-27 16:44:04","27","58","75","1"
"2949766","B462E617-4BA7-4B8E-93B5-C6B33C38AFD1","11","2020-03-27 16:59:15","17","32","48","1"
"2949835","D26B1B13-D308-4E46-A2B6-9D3B6907F8EA","11","2020-03-27 17:12:21","43","64","61","1"
"2949902","86210D4D-EBB1-4FAB-80BA-4850105A8F5A","11","2020-03-27 17:25:57","13","15","77","1"
"2950001","9A2674A6-F950-44D2-A5E3-8182D2F83AB1","11","2020-03-27 17:44:24","7","35","27","1"
"2950034","0030E228-8A5B-466C-BD89-6E0371B0737A","11","2020-03-27 17:50:07","16","32","48","1"
"2950041","D89BC478-367D-465E-AA50-FC8775597E3C","11","2020-03-27 17:51:48","0","55","31","1"
"2950073","59CFF003-5EBA-4AE3-A9F3-68C0052A22C0","11","2020-03-27 17:58:15","13","80","4","1"
"2950076","D89BC478-367D-465E-AA50-FC8775597E3C","11","2020-03-27 17:58:45","4","58","44","1"
"2950118","26B2FDD2-231B-47AB-A8A1-9805EFC62FB6","11","2020-03-27 18:07:26","0","58","75","1"
"2950149","21F8C44A-5D2F-48B4-804F-323A26AC7A28","11","2020-03-27 18:13:42","4","58","75","1"
"2950216","14335AF2-37A8-4FCD-A260-B1C326D04C2B","11","2020-03-27 18:25:52","10","32","48","1"
"2950258","968DF7D0-A252-434B-A813-0D15515819CC","11","2020-03-27 18:34:03","50","80","4","1"
"2950274","777AE69B-354D-431A-B42A-D870173AE69C","9","2020-03-27 18:36:27","35","53","77","1"
"2950279","69E949E1-2B76-424C-8F6B-76B584BCB183","11","2020-03-27 18:37:38","29","55","31","1"
"2950312","945428B4-6AF1-48A9-A91B-028CB4D6CFB0","11","2020-03-27 18:42:59","12","32","48","1"
"2950439","7E1B2A72-CA69-49E4-B391-B2DCFF3EE173","11","2020-03-27 19:04:57","27","58","75","1"
"2950489","945428B4-6AF1-48A9-A91B-028CB4D6CFB0","11","2020-03-27 19:14:07","11","32","48","1"
"2950547","76C3E041-FC57-4742-8BDE-26C8B74C5D25","-1","2020-03-27 19:30:17","68","80","4","1"
"2950553","26B2FDD2-231B-47AB-A8A1-9805EFC62FB6","11","2020-03-27 19:31:27","27","34","75","1"
"2950583","B5CB6FF5-25D9-479C-8512-BD641E60B1B3","11","2020-03-27 19:36:30","18","32","48","1"
"2950620","1D0A5BE7-B67F-4B90-804C-FEB3DBD61FFF","11","2020-03-27 19:44:31","0","64","61","1"
"2950627","1D0A5BE7-B67F-4B90-804C-FEB3DBD61FFF","11","2020-03-27 19:46:12","0","64","61","1"
"2950643","2622505C-5207-49C3-BAD8-0DECAD88E28E","11","2020-03-27 19:49:40","31","58","9","1"
"2950709","F8938F4E-09E2-4AA4-B755-D6B13215AAAA","9","2020-03-27 20:01:24","23","34","75","1"
"2950742","4CD0552C-6071-42E5-8D27-1AC0935FD659","11","2020-03-27 20:07:59","19","64","61","1"
"2950747","60249AFC-CC67-4CCB-AC6F-404E988CC55F","10","2020-03-27 20:08:37","63","80","4","1"
"2950849","7E1B2A72-CA69-49E4-B391-B2DCFF3EE173","11","2020-03-27 20:30:05","29","58","75","1"
"2950950","BD052BF9-9BAB-48E2-887E-C4C86640A799","11","2020-03-27 20:56:21","0","64","61","1"
"2950978","873F8A4A-B460-4401-9A48-8C9B1246B976","11","2020-03-27 21:04:23","48","64","61","1"
"2951005","D00102FD-1C33-4739-AD23-36B664D7FA53","11","2020-03-27 21:12:17","56","80","4","1"
"2951050","C6950387-C29F-4A5D-979B-F123ECBF09FD","11","2020-03-27 21:27:17","49","80","4","1"
"2951053","D80E7F8A-7193-43E7-9452-40716E566794","10","2020-03-27 21:27:59","25","58","9","1"
"2951084","F8938F4E-09E2-4AA4-B755-D6B13215AAAA","9","2020-03-27 21:39:17","30","34","75","1"
"2951088","777AE69B-354D-431A-B42A-D870173AE69C","9","2020-03-27 21:41:31","24","32","48","1"
"2951200","1E90EC29-8D7F-4DAC-AB2D-59C781EA0867","11","2020-03-27 22:26:24","43","58","75","1"
"2951201","ED636EE4-E4F6-443F-921A-0AC9DAE791A6","11","2020-03-27 22:27:04","0","34","32","1"
"2951205","ED636EE4-E4F6-443F-921A-0AC9DAE791A6","11","2020-03-27 22:28:13","40","55","31","1"
"2951267","07E95E0B-DE9C-4DC8-994D-A1E4EED86C78","11","2020-03-27 22:58:57","20","20","48","1"
"2951294","07E95E0B-DE9C-4DC8-994D-A1E4EED86C78","11","2020-03-27 23:19:36","19","20","48","1"
"2951326","ED636EE4-E4F6-443F-921A-0AC9DAE791A6","11","2020-03-28 00:01:40","0","55","31","1"
"2951509","F7E0E129-115F-444C-BED1-7B6D59431C7D","10","2020-03-28 08:12:17","36","58","44","1"
"2951657","790AA13D-BA56-406F-9463-199275ED7F7F","11","2020-03-28 10:14:43","4","64","61","1"
"2951767","2B549C27-831A-4B24-941E-EBBF2116295B","11","2020-03-28 10:52:37","22","33","75","1"
"2951790","5529B474-3C99-41FF-A4FE-1B3C61156ABD","11","2020-03-28 11:00:33","43","58","75","1"
"2951833","1B36750C-2797-43DA-99D6-9DEA1EE14E57","11","2020-03-28 11:12:07","8","32","48","1"
"2951937","B115513E-5FE0-4117-9759-E88F8905CAE4","11","2020-03-28 11:39:06","21","64","61","1"
"2951985","0293962C-87FE-4897-B6E0-9DF1D58CBD44","11","2020-03-28 11:48:20","37","55","31","1"
"2952023","8B77E5D6-379C-4BDD-BC78-3B533D3EC5A2","-1","2020-03-28 11:56:39","12","15","27","1"
"2952152","96090D3F-3D81-4D9F-AAB8-8901C05122C1","-1","2020-03-28 12:26:59","5","58","9","1"
"2952183","96090D3F-3D81-4D9F-AAB8-8901C05122C1","-1","2020-03-28 12:32:07","12","32","48","1"
"2952188","3331A669-AD49-4558-9111-542FE3E05355","11","2020-03-28 12:33:44","6","58","44","1"
"2952233","C365A378-7054-490F-AEAF-CAE3E8DF8F9A","11","2020-03-28 12:42:04","11","58","75","1"
"2952234","A6B69C4E-EC40-45DF-86B4-3AFB93EC85A9","11","2020-03-28 12:42:41","12","32","48","1"
"2952238","3331A669-AD49-4558-9111-542FE3E05355","11","2020-03-28 12:44:12","22","58","75","1"
"2952377","A6B69C4E-EC40-45DF-86B4-3AFB93EC85A9","11","2020-03-28 13:20:46","10","32","48","1"
"2952392","D6743C59-0880-423D-A540-02120206EDB1","11","2020-03-28 13:24:15","35","64","61","1"
"2952416","50FA0C0A-C446-424D-B7FF-0EC6921790D6","11","2020-03-28 13:29:23","12","15","27","1"
"2952484","97223A03-B2BF-4F15-8933-444660EAF0C2","11","2020-03-28 13:44:42","18","18","48","1"
"2952655","78D27F36-DE9C-4A9D-993A-A010CAB542C2","11","2020-03-28 14:30:35","28","58","75","1"
"2952741","60B9CD92-8ECD-44D6-911C-A89D5E310621","11","2020-03-28 14:48:42","5","10","75","1"
"2952742","23F5D70D-B0B1-4C32-9FA5-DE773F4AA162","11","2020-03-28 14:48:48","14","55","31","1"
"2952770","98966F3F-A913-4BFC-909E-5A3358D19136","11","2020-03-28 14:56:13","19","32","48","1"
"2952798","10875E4D-C2CF-4EE3-B98A-0E8B5A135721","11","2020-03-28 15:02:34","10","32","48","1"
"2952816","8293DC7A-8F0C-4879-96AE-FA5AC8BA8F14","11","2020-03-28 15:07:37","67","80","4","1"
"2952846","60B9CD92-8ECD-44D6-911C-A89D5E310621","11","2020-03-28 15:13:56","8","10","75","1"
"2952953","37829431-BA18-467C-AB71-865C164A606A","10","2020-03-28 15:38:52","49","58","75","1"
"2953003","DB330566-228D-4CEF-AA10-02C6B8E2E2C4","11","2020-03-28 15:53:15","0","58","75","1"
"2953018","DB330566-228D-4CEF-AA10-02C6B8E2E2C4","11","2020-03-28 15:55:49","9","32","48","1"
"2953163","A6B69C4E-EC40-45DF-86B4-3AFB93EC85A9","11","2020-03-28 16:26:44","0","32","48","1"
"2953275","3B293CA1-DB5B-4328-A7FE-8B0171A85C3E","11","2020-03-28 16:51:54","14","16","4","1"
"2953289","6B89F0F2-B0F7-4DB0-8871-B4F5A0952C35","11","2020-03-28 16:53:42","14","32","48","1"
"2953324","B883FDB6-D390-4616-BB7B-2B3CEC255C45","11","2020-03-28 16:59:31","32","58","9","1"
"2953334","DFD22A12-36CD-43D3-80E4-5A45E2942C61","11","2020-03-28 17:00:48","41.5","47","12","1"
"2953433","CF81662A-3BBF-429F-9A28-D35CD2DC554A","11","2020-03-28 17:24:53","42","53","77","1"
"2953438","B883FDB6-D390-4616-BB7B-2B3CEC255C45","11","2020-03-28 17:26:29","35","60","86","1"
"2953555","B462E617-4BA7-4B8E-93B5-C6B33C38AFD1","11","2020-03-28 17:57:54","20","32","48","1"
"2953622","21F8C44A-5D2F-48B4-804F-323A26AC7A28","11","2020-03-28 18:17:10","5","58","75","1"
"2953633","777AE69B-354D-431A-B42A-D870173AE69C","9","2020-03-28 18:20:06","16","35","27","1"
"2953649","AE70AD22-DC62-4A70-AE21-B544A79DE784","11","2020-03-28 18:25:45","57","60","86","1"
"2953689","E3C5BA7B-71BD-49D4-A9C0-D70D4A1D58C5","11","2020-03-28 18:39:50","1","32","48","1"
"2953790","5529B474-3C99-41FF-A4FE-1B3C61156ABD","11","2020-03-28 19:17:30","38","58","9","1"
"2953917","945428B4-6AF1-48A9-A91B-028CB4D6CFB0","11","2020-03-28 19:50:10","9","32","48","1"
"2953971","6B89F0F2-B0F7-4DB0-8871-B4F5A0952C35","11","2020-03-28 20:02:25","0","32","48","1"
"2954004","945428B4-6AF1-48A9-A91B-028CB4D6CFB0","11","2020-03-28 20:14:19","9","32","48","1"
"2954099","945428B4-6AF1-48A9-A91B-028CB4D6CFB0","11","2020-03-28 20:41:37","11","32","48","1"
"2954109","B115513E-5FE0-4117-9759-E88F8905CAE4","11","2020-03-28 20:44:08","54","64","61","1"
"2954118","52ED29E6-3F69-4397-8343-07B69292D205","11","2020-03-28 20:46:29","43","58","75","1"
"2954160","945428B4-6AF1-48A9-A91B-028CB4D6CFB0","11","2020-03-28 21:00:38","11","32","48","1"
"2954164","78D27F36-DE9C-4A9D-993A-A010CAB542C2","11","2020-03-28 21:03:48","27","58","75","1"
"2954179","945428B4-6AF1-48A9-A91B-028CB4D6CFB0","11","2020-03-28 21:08:29","11","32","48","1"
"2954190","0C91A3A9-581A-44A0-BFAE-B607499A55DC","11","2020-03-28 21:11:15","48","58","75","1"
"2954210","C6F4B4AA-F465-4D91-B194-06FAF2079611","11","2020-03-28 21:17:38","0","34","32","1"
"2954224","945428B4-6AF1-48A9-A91B-028CB4D6CFB0","11","2020-03-28 21:24:27","11","32","48","1"
"2954267","945428B4-6AF1-48A9-A91B-028CB4D6CFB0","11","2020-03-28 21:39:19","11","32","48","1"
"2954475","A21E8B27-9FB3-4686-AD34-EC0D8E668509","11","2020-03-28 23:17:49","29","58","75","1"
"2954550","2EA4FA7F-DCFE-458C-8568-FAF64CF84FF3","11","2020-03-29 00:10:58","32","58","75","1"
"2954551","A21E8B27-9FB3-4686-AD34-EC0D8E668509","11","2020-03-29 00:12:01","29","58","75","1"
"2954841","3331A669-AD49-4558-9111-542FE3E05355","11","2020-03-29 09:45:10","30","58","75","1"
"2954980","50FA0C0A-C446-424D-B7FF-0EC6921790D6","11","2020-03-29 10:42:09","19","34","75","1"
"2955001","20647873-4AA8-42E3-B7FE-51DE8E0BEAF5","11","2020-03-29 10:49:08","9","9","48","1"
"2955009","21F8C44A-5D2F-48B4-804F-323A26AC7A28","11","2020-03-29 10:50:16","24","58","75","1"
"2955053","50FA0C0A-C446-424D-B7FF-0EC6921790D6","11","2020-03-29 11:03:06","25","34","75","1"
"2955467","C9C98C48-050B-4938-816F-2B5E6BDF891D","11","2020-03-29 12:23:19","16","20","48","1"
"2955564","12AEA94C-D0F0-4E57-AC28-553233050DCE","11","2020-03-29 12:37:45","9","32","48","1"
"2955623","2977A321-F706-4027-BF72-FA8EB433B261","11","2020-03-29 12:45:49","15","18","48","1"
"2955703","A2D27A3D-D496-4955-AD42-126165BB9A6B","11","2020-03-29 12:58:55","27","53","77","1"
"2955705","26B2FDD2-231B-47AB-A8A1-9805EFC62FB6","11","2020-03-29 12:59:33","27","58","75","1"
"2955725","C9C98C48-050B-4938-816F-2B5E6BDF891D","11","2020-03-29 13:03:07","19","20","48","1"
"2955757","AA4998B7-54A8-47A6-B564-A7641B841876","11","2020-03-29 13:08:15","18","20","48","1"
"2955809","470B63E9-6F5F-4C7F-AF75-AE3F33F835F4","10","2020-03-29 13:15:57","66","80","4","1"
"2955842","AE37484D-B821-4E46-B265-3C55B48028C8","11","2020-03-29 13:20:39","32","58","75","1"
"2955886","0293962C-87FE-4897-B6E0-9DF1D58CBD44","11","2020-03-29 13:28:09","46","58","75","1"
"2955950","3083BD32-F840-4963-BDB8-33DF52135BC4","11","2020-03-29 13:39:05","76","80","4","1"
"2956038","DB460AB1-38B8-4CF8-AC58-367181EBCC66","10","2020-03-29 13:55:26","0","1","52","1"
"2956052","97223A03-B2BF-4F15-8933-444660EAF0C2","11","2020-03-29 13:57:50","0","34","75","1"
"2956065","610D5270-7C16-486B-ABD7-C8198D370145","11","2020-03-29 13:59:17","48","58","75","1"
"2956107","A5D85276-1210-433A-9E95-C5475A62DEC4","11","2020-03-29 14:06:55","28","34","75","1"
"2956152","1A3115C0-78CC-4334-A765-F3D5C1827FE3","11","2020-03-29 14:13:36","3","35","27","1"
"2956339","9DF763EE-1113-4C39-96BF-00866B27FF00","11","2020-03-29 14:42:05","29","34","75","1"
"2956472","02EC2360-4360-4B1D-A0AC-88764CE015CB","11","2020-03-29 15:08:07","75","80","4","1"
"2956554","ED6138F1-77CA-40B8-A112-7F76B759DCF2","11","2020-03-29 15:24:08","0","32","48","1"
"2956572","ED6138F1-77CA-40B8-A112-7F76B759DCF2","11","2020-03-29 15:29:00","0","32","48","1"
"2956576","ED6138F1-77CA-40B8-A112-7F76B759DCF2","11","2020-03-29 15:29:44","11","32","48","1"
"2956590","0DD9D57C-E954-49A7-9DAA-74F0C6CAD519","11","2020-03-29 15:33:39","28","58","75","1"
"2956666","ED6138F1-77CA-40B8-A112-7F76B759DCF2","11","2020-03-29 15:45:32","0","58","75","1"
"2956689","ED6138F1-77CA-40B8-A112-7F76B759DCF2","11","2020-03-29 15:49:02","29","34","75","1"
