Id;Code;Name;Parallel;SubjectId
494;1.1.1.;Восточные славяне: территория, расселение, соседи;6;31
495;1.1.1.;Науки о природе. Биологические науки. Роль биологии в практической деятельности людей;7;9
496;1.1.1.;Механическое движение. Относительность механического движения. Система отсчета;10;77
497;1.1;Числа, корни и степени;11;48
498;1.1;Проводить различные виды анализа языковых единиц, языковых явлений и фактов;11;75
499;1.1;Строение атома. Строение электронных оболочек атомов первых 20 элементов периодической системы Д.И. Менделеева;11;86
500;1.1, 1.2-5.5;Географические модели: глобус, географическая карта, план местности, их основные параметры и элементы (масштаб, условные знаки, способы картографического изображения, градусная сеть). Выдающиеся географические исследования, открытия и путешествия. Земля как планета. Форма, размеры, движение Земли. Земная кора и литосфера. Состав, строение и развитие. Земная поверхность: формы рельефа суши, дна Мирового океана. Полезные ископаемые, зависимость их размещения от строения земной коры и рельефа. Минеральные ресурсы Земли, их виды и оценка. Гидросфера, её состав и строение. Мировой океан и его части, взаимодействие с атмосферой и сушей. Поверхностные и подземные воды суши. Ледники и многолетняя мерзлота. Водные ресурсы Земли. Атмосфера. Состав, строение, циркуляция. Распределение тепла и влаги на Земле. Погода и климат. Изучение элементов погоды. Биосфера, её взаимосвязи с другими геосферами. Разнообразие растений и животных, особенности их распространения. Почвенный покров. Почва как особое природное образование. Условия образования почв разных типов. Географическая оболочка Земли. Широтная зональность и высотная поясность, цикличность и ритмичность процессов. Территориальные комплексы: природные, природно-хозяйственные. Современный облик планеты Земля. Происхождение материков и впадин океанов. Соотношение суши и океана на Земле. Население Земли. Численность населения Земли. Человеческие расы, этносы. Материки и страны. Основные черты природы Африки, Австралии, Северной и Южной Америки, Антарктиды, Евразии. Население материков. Природные ресурсы и их использование. Изменение природы под влиянием хозяйственной деятельности человека. Многообразие стран, их основные типы. Влияние хозяйственной деятельности людей на природу. Основные типы природопользования. Стихийные явления в литосфере, гидросфере, атмосфере. Особенности географического положения России. Природа России. Население России. Хозяйство России. Природно-хозяйственное районирование России. Географические особенности отдельных районов и регионов:Севера и Северо-Запада, Центральной  России, Поволжья, Юга Европейской части страны, Урала, Сибири и Дальнего Востока.  Географическое положение регионов, их природный, человеческий и хозяйственный потенциал;9;12
501;1.1.01;Биология в современной естественнонаучной картине мира и в практической деятельности людей;8;9
502;1.1.02.;Методы познания живой природы: наблюдение, описание, измерение, эксперимент;9;9
503;1.1.1;Источники знаний о прошлом;5;11
504;1.1.1;Науки о природе. Биологические науки. Роль биологии в практической деятельности людей;7;9
505;1.1.1;Гласные в суффиксах глаголов, причастий, деепричастий;9;75
506;1.1.1;Механическое движение. Относительность механического движения. Система отсчета;10;77
507;1.1.1;Строение электронных оболочек атомов элементов первых четырех периодов: s-, p- и d-элементы. Электронная конфигурация атомов и ионов. Основное и возбужденное состояния атомов;11;86
508;1.1.2;Процесс передачи информации, источник и приемник информации. Сигнал, кодирование и декодирование. Искажение информации;11;27
509;1.1.2.;Методы изучения живых существ: наблюдение, измерение, эксперимент, описание по плану;7;9
510;1.1.3;Пожарная безопасность;8;60
511;1.1.3;Дроби, проценты, рациональные числа;11;48
512;1.1.3.;Знание основ музыкальной дидактики и методики;11;57
513;1.1.3.1.3;Преобразование выражений,  содержащих логарифмы;11;3
514;07.18.3.;Знаки препинания в простом осложнённом и сложном предложениях (обобщение);6;75
515;07.18.3.;Знаки препинания в простом осложнённом и сложном предложениях (обобщение);8;75
516;07.19.11.;Объяснение постановки тире в простом и сложном предложении;9;75
517;07.19.14;Пунктуационный анализ. Обобщение;6;75
518;07.19.14.;Пунктуационный анализ. Обобщение;7;75
519;09.02.03.;"Однозначные и многозначные слова; прямое и переносное значения слова. ";5;75
520;09.02.07.;Антонимы. Словари антонимов русского языка;5;75
521;09.04.02.;Фразеологизмы, их признаки и значение. Различия между свободными сочетаниями слов и фразеологическими оборотами;6;75
522;09.1.1.;Нормативное ударение;6;75
523;09.3.4.;Морфологические грамматические нормы образования и употребления форм числительных;6;75
524;1;Пространственные отношения. Геометрические фигуры;1;48
525;1;Виды речевой и читательской деятельности;2;45
526;1;Аудирование с пониманием основного содержания небольших текстов (сообщений, рассказов, сказок) в аудиозаписи, построенных в основном на знакомом языковом материале;5;58
527;1;"Народы Европы в средние века.
Великое переселение народов";6;32
528;1;Разнообразие инструментальной музыки. Специфика звучания музыкальных инструментов;6;57
529;1;Роль физической культуры в профилактике утомления и переутомления;6;78
530;1;Буквенные выражения. Числовое значение буквенного выражения;7;3
531;1;Земная кора и литосфера. Состав, строение и развитие. Атмосфера. Состав, строение, циркуляция;7;12
532;1;Владение основами знаний о методах научного познания;7;77
533;1;Всеобщая история;8;11
534;1;«Русская Правда»;9;32
535;1;Биология как наука, ее достижения;10;9
536;1;Многообразие социальных норм;10;61
537;1;Формулы площадей: боковой поверхности цилиндра и конуса, поверхности шара;11;13
538;1;Определение автора произведения по звучанию его фрагмента;11;57
539;1;Инструкция по охране труда, работа при проведении испытаний ЭУ;11;70
540;1;№ 273-ФЗ «Об образовании в Российской Федерации», ст. 2;11;73
541;1;Взаимосвязь строения и функций частей и органоидов клетки – основа ее целостности;100;9
542;1, 6;Числа и вычисления. Координаты на прямой и плоскости;9;48
543;1.01.1.;Нормативно-правовой документации регулируемое общественные отношения в сфере образования;11;76
544;1.02.3.;Определение героев произведения;1;88
545;1.03.2;Относительность скорости;9;77
546;1.04.1.;Вращение Земли как причина смены дня и ночи;1;63
547;1.04.1.;Вращение Земли как причина смены дня и ночи;3;63
548;1.04.1.;Вращение Земли как причина смены дня и ночи;4;63
549;1.04.1.;Биологическое и социальное в человеке (потребности и способности);9;61
550;1.05.1.;Температура воздуха, облачность, осадки, ветер;2;63
551;1.08.1.;Масса и плотность вещества;7;77
552;1.08.1.;Общегородская платформа электронных образовательных материалов;11;76
553;1.09.2.;Установление соотношения звукового и буквенного состава слова в словах с гласными е, ё, ю, я;3;75
554;1.1;Основные признаки живого;5;9
555;1.1;Люди и деньги;9;79
556;1.1, 1.2, 1.3, 1.4, 2.1, 2.2, 3.1, 3.2, 3.3;Народы и древнейшие государства на территории России. Русь в IX – начале XII в. Русские земли и княжества в XII – середине XV в. Российское государство во второй половине XV – XVII в. Россия в XVIII – середине XIX в. Россия во второй половине XIX – начале ХХ в. Россия в Первой мировой войне. Революция и Гражданская война в России. СССР в 1922–1991 гг. Российская Федерация;11;11
557;1.1.2;Свойства информации;8;27
558;1.1.2;Восточные славяне: расселение, соседи, занятия, общественный строй. Язычество;9;32
559;1.1.2.;Восточные славяне: занятия, общественный строй, религиозные верования;6;31
560;1.1.2.;Материальная точка. Её радиус-вектор, траектория, перемещение, путь. Сложение перемещений;10;77
561;1.1.3;Дискретная форма представления информации. Единицы измерения количества информации;9;27
562;1.1.3, 1.1.4, 1.4.2;Дроби, проценты, рациональные числа. Степень с целым показателем. Преобразования выражений, включающих операцию возведения в степень;11;48
563;1.1.5;Признаки делимости на 2, 3, 5, 9, 10;6;48
564;1.1.5;Основные изобразительно-выразительные средства русского языка;11;75
565;1.1.7;Угол;7;13
566;1.10.1;"Основные понятия сети Интернет; назначение основных ресурсов сети Интернет";7;27
567;1.10.1.;Духовная жизнь общества (понятие культуры) и её особенности;10;61
568;1.10.1.2;Состояния воды;3;63
569;1.11;Моделирование;7;27
570;1.11;Наука. Основные особенности научного мышления. Естественные и социально-гуманитарные науки;11;61
571;1.11.1.;Знание алфавита: правильное название букв, знание их последовательности.;1;75
572;1.11.1.;Знание алфавита: правильное название букв, знание их последовательности.;2;75
573;1.11.1.;Понятийный аппарат предмета «Технология»;11;76
574;1.1–1.5;Кинематика. Динамика. Статика. Законы сохранения в механике. Механические колебания и волны;11;77
575;1.12;Текст как продукт речевой деятельности;9;87
576;1.12 М;Балет – классический музыкально-сценический жанр;6;43
577;1.13, М;Программная музыка. Жанровое своеобразие;6;43
578;1.13.1.6;Деревья, кустарники, травы;2;63
579;1.14;Грибы: съедобные и ядовитые;2;63
580;1.14;Анализ текста;6;52
581;1.14;Анализ текста;6;75
582;1.14.1;Тема;9;75
583;1.14.1.;Построение образовательных траекторий и планов в области профессионального самоопределения;11;76
584;1.15;Животные, их разнообразие;2;63
585;1.1-5.20;Различное содержание в разных вариантах: Человек и общество,  Экономика, Социальные отношения,  Политика,  Право;11;61
586;1.1–5.20;"Природное и общественное в человеке. (Человек как результат биологической и социокультурной эволюции). Мировоззрение, его виды и формы. Виды знаний. Понятие истины, её критерии. Мышление и деятельность. Потребности и интересы. Свобода и необходимость в человеческой деятельности. Свобода и ответственность. Системное строение общества: элементы и подсистемы. Основные институты общества. Понятие культуры. Формы и разновидности
культуры. Наука. Основные особенности научного мышления. Естественные и социально-гуманитарные
науки. Образование, его значение для личности и общества. Религия. Искусство. Мораль. Понятие общественного прогресса. Многовариантность общественного развития (типы обществ). Угрозы XXI в. (глобальные проблемы). Экономика и экономическая наука. Факторы производства и факторные доходы. Экономические системы. Рынок и рыночный механизм. Спрос и предложение. Постоянные и переменные затраты. Финансовые институты. Банковская система. Основные источники финансирования бизнеса. Ценные бумаги. Рынок труда. Безработица. Виды, причины и последствия инфляции. Экономический рост и развитие. Понятие ВВП. Роль государства в экономике. Налоги. Государственный бюджет. Мировая экономика. Рациональное экономическое поведение собственника, работника, потребителя, семьянина, гражданина. Социальная стратификация и мобильность. Социальные группы. Молодёжь как социальная группа. Этнические общности. Межнациональные отношения, этносоциальные конфликты, пути их разрешения. Конституционные принципы (основы) национальной политики в Российской Федерации. Социальный конфликт. Виды социальных норм. Социальный контроль. Семья и брак. Отклоняющееся поведение и его типы. Социальная роль. Социализация индивида. Понятие власти. Государство, его функции. Политическая система. Типология политических режимов. Демократия, её основные ценности и признаки. Гражданское общество и государство. Политическая элита. Политические партии и движения. Средства массовой информации в политической
системе. Избирательная кампания в Российской Федерации. Политический процесс. Политическое участие. Политическое лидерство. Органы государственной власти Российской Федерации. Федеративное устройство Российской Федерации. Право в системе социальных норм. Система российского права. Законотворческий процесс. Понятие и виды юридической ответственности. Конституция Российской Федерации. Основы конституционного строя Российской Федерации. Законодательство Российской Федерации о выборах. Субъекты гражданского права. Организационно-правовые формы и правовой режим предпринимательской деятельности. Имущественные и неимущественные права. Порядок приёма на работу. Порядок заключения и расторжения трудового договора. Правовое регулирование отношений супругов. Порядок и условия заключения и расторжения брака. Особенности административной юрисдикции. Право на благоприятную окружающую среду и способы его защиты. Международное право (международная защита прав человека в условиях мирного и военного времени). Споры, порядок их рассмотрения. Основные правила и принципы гражданского
процесса. Особенности уголовного процесса. Гражданство Российской Федерации. Воинская обязанность, альтернативная гражданская служба. Права и обязанности налогоплательщика. Правоохранительные органы. Судебная система";11;61
587;06.14.1.;Правописание служебных частей речи;7;75
588;06.16.1.;Слитное и дефисное написание сложных прилагательных;10;75
589;06.16.6.;Слитное, дефисное и раздельное написание различных частей речи (обобщение);6;75
590;07.03.1.;Пунктуация в предложениях с причастными оборотами;7;75
591;07.08.1.;Знаки препинания в предложениях с вводными и вставными конструкциями;8;75
592;07.08.1.;Знаки препинания в предложениях с вводными и вставными конструкциями;11;75
593;07.10.1.;Знаки препинания в предложениях с прямой речью;8;75
594;07.12.1.;Знаки препинания в сложноподчинённом предложении;10;75
595;07.13.1;Знаки препинания в сложном предложении с разными видами связи;10;75
596;07.18.3.;Знаки препинания в простом осложнённом и сложном предложениях (обобщение);11;75
597;09.02.06.;Синонимы. Смысловые и стилистические различия синонимов. Словари синонимов русского языка;5;75
598;09.2.1;Лексическая сочетаемость;6;75
599;09.3.9.;Образование форм различных частей речи;6;75
600;1;Ориентироваться в содержании текста, отвечать на вопросы, используя явно заданную в тексте информацию;3;87
601;1;Комплексная характеристика звука. Установление соотношения звукового и буквенного состава слова.;4;75
602;1;Термины ПДД;5;8
603;1;Что изучает история;5;11
604;1;Развитие географических знаний  о Земле;5;12
605;1;Понимать основное содержание звучащей речи;5;30
606;1;Морфема как минимальная значимая единица языка;6;75
607;1;Знание творческой биографии русских поэтов и писателей;7;44
608;1;Делимость натуральных чисел. Простые и составные числа, разложение натурального числа на простые множители. Арифметические действия с обыкновенными дробями. Арифметические действия с десятичными дробями;7;48
609;1;Физика и физические методы изучения природы;7;52
610;1;Личный финансовый план. Семейный бюджет;8;79
611;1;"ИК.1: Содержание изложения; ИК.2: Сжатие исходного текста; ИК.3: Смысловая цельность, речевая связность и последовательность изложения.";9;75
612;1;Аудирование с пониманием основного содержания прослушанного текста;10;30
613;1;"Историко-литературный
процесс. Литературные
направления и течения:
классицизм, сентиментализм,
романтизм, реализм,
модернизм (символизм,
акмеизм, футуризм)";10;44
614;1;Алгебра;11;48
615;1;Нормативно-правовые основы образования лиц с ограниченными возможностями здоровья: Федеральный закон «Об образовании в Российской Федерации» от 29 декабря 2012 года № 273;11;96
616;1,2;Основы правовых знаний в области образовательной деятельности;11;78
617;1.01.1;Природное и общественное в человеке. (Человек как результат биологической и социокультурной эволюции);10;61
618;1.01.1.;Природное и общественное в человеке. (Человек как результат биологической и социокультурной эволюции);10;61
619;1.01.3.;Явления природы;4;63
620;1.02.1.;Разнообразие веществ;1;63
621;1.03.1;Познание мира человеком;10;61
622;1.03.1.;Познание мира человеком;11;61
623;1.03.4.;Материки и океаны, их названия, расположение на глобусе и карте;4;63
624;1.04.1.;Различение мягких и твёрдых согласных звуков;4;75
625;1.05.1;Личность (индивид, индивидуальность);8;61
626;1.05.1.;Федеральный государственный образовательный стандарт;11;76
627;09.2.1.;Лексическая сочетаемость;8;75
628;09.2.2.;Различение паронимов;9;75
629;1;Родная страна;2;63
630;1;Понимание запрашиваемой информации в прослушанном тексте, который содержит некоторое количество незнакомых слов;4;4
631;1;"Знать авторов и содержание
литературных произведений";5;44
632;1;Выборочное понимание необходимой/ запрашиваемой информации в несложных звучащих аутентичных текстах;6;82
633;1;Ткани организмов;7;20
634;1;Находить в тексте конкретные сведения, факты, заданные в явном виде;7;54
635;1;Аудирование;8;30
636;1;Зависимость свойств веществ от их состава и строения (объяснение химических явлений и закономерностей);8;86
637;1;Понимание на слух основного содержания несложных звучащих текстов монологического и диалогического характера в рамках изучаемых тем (прогноз погоды, объявления, ПРОГРАММЫ ТЕЛЕ- И РАДИОПЕРЕДАЧ, интервью, репортажи, фрагменты радиопередач);9;4
638;1;Географические модели. Географическая карта, план местности;10;12
639;1;"Перпендикулярность прямой и плоскости, признаки и свойства; перпендикуляр и наклонная; теорема о трех перпендикулярах";10;13
640;1;Знать лингвистическую терминологию;11;4
641;1;Нормативно-правовые основы образования лиц с ограниченными возможностями здоровья: Федеральный закон «Об образовании в Российской Федерации» от 29 декабря 2012 года № 273;11;95
642;1;Использование явно заданной в тексте информации для анализа;11;68
643;1;Строение электронных оболочек атомов элементов первых четырёх периодов: s-, p- и d-элементы. Электронная конфигурация атома. Основное и возбуждённое состояние атомов.;11;86
644;1;Личный финансовый план. Семейный бюджет;100;79
645;1, 2, 3, 4, 5;"Биология как наука. Методы биологии; Признаки живых организмов; Система, многообразие и эволюция живой природы; Человек и его здоровье; Взаимосвязи организмов и окружающей среды";9;9
646;1,13;Устанавливать закономерность – правило, по которому составлена последовательность чисел (фигур), составлять последовательность по заданному или самостоятельно выбранному правилу;2;48
647;1.0.1;Метапредметный комплекс;11;78
648;1.01.1;Виды художественной деятельности;11;23
649;1.01.1.;Природные объекты и предметы, созданные человеком. ;2;63
650;1.01.1.;Различение звуков и букв: буква как знак звука;3;75
651;1.02.1.;Различение гласных и согласных звуков;4;75
652;1.02.7.;Постановка вопросов, ответы на вопросы по содержанию произведения, подтверждение ответов примерами из текста;1;88
653;1.03.1;Рисунок – основа изобразительного творчества.;11;23
654;1.03.3.;Географическая карта и план. План Москвы;4;63
655;1.04.1.;Различение мягких и твёрдых согласных звуков;2;75
656;1.05.1.;Деятельность человека и её основные виды;10;61
657;1.06.1.;Кинематика свободного падения;9;77
658;1.07.2.;Центростремительное ускорение;9;77
659;1.09.4.;Комплексная характеристика звуков и букв слова;4;75
660;1.1;Русский фольклор;5;44
661;1.1;Феодальное землевладение. Крестьянство: феодальная зависимость, повинности, условия жизни, община;6;32
662;1.1;Иррациональные числа;8;3
663;1.1;Строение атома. Строение электронных оболочек атомов первых 20 элементов Периодической системы Д.И. Менделеева;9;86
664;1.1;Географические модели. Географическая карта, план местности;11;12
665;06.17.5;Комплексный орфографический анализ;10;75
666;07.02.2;Знаки препинания при однородных членах, связанных союзной связью;10;75
667;07.03.09.;Составление выражения для решения задачи;4;48
668;07.04.07.;Решение задач с опорой на схемы, таблицы, краткие записи и другие модели;4;48
669;07.04.1.;Знаки препинания в предложениях с деепричастными оборотами;8;75
670;07.07.1.;Знаки препинания в предложениях с обособленными членами (обобщение);11;75
671;07.08.1.;Знаки препинания в предложениях со словами и конструкциями, грамматически не связанными с членами предложения;10;75
672;07.09.1.;Знаки препинания в осложнённом предложении (обобщение);10;75
673;07.09.2.;Знаки препинания в простом осложнённом предложении (обобщение);8;75
674;07.12.1.;Знаки препинания в сложноподчинённом предложении;11;75
675;07.13.1.;Знаки препинания в сложном предложении с разными видами связи;11;75
676;08.02.01.;Словообразование как раздел лингвистики;6;75
677;09.02.01.;Лексическое и грамматическое значения слова;5;75
678;09.3.1.;Грамматические нормы (морфологические нормы);10;75
679;09.4.3;Синтаксические грамматические нормы построения предложений с деепричастием и деепричастным оборотом;7;75
680;09.4.3;Синтаксические грамматические нормы построения предложений с деепричастием и деепричастным оборотом;10;75
681;1;Что такое Родина?;1;63
682;1;Мир глазами астронома;4;63
683;1;Натуральные числа;5;48
684;1;Звук как единица языка. Смыслоразличительная функция звуков;5;75
685;1;Выборочное понимание нужной / интересующей информации из текста (просмотровое / поисковое чтение);8;4
686;1;Центральная Россия. ЭГП, особенности природно-ресурсного потенциала, населения, хозяйства;9;12
687;1;Механическое движение. Траектория. Путь. Перемещение;9;77
688;1;НАРОДЫ И ГОСУДАРСТВА НА ТЕРРИТОРИИ НАШЕЙ СТРАНЫ В ДРЕВНОСТИ;10;32
689;1;Текст как речевое произведение. смысловая и композиционная целостность текста;10;75
690;1;Теория строения органических соединений: гомология и изомерия (структурная и пространственная). Взаимное влияние атомов в молекулах;10;86
691;1, 3;Механические явления. Электромагнитные явления;9;77
692;1.01.1;Различение звуков и букв: буква как знак звука;4;75
693;1.01.1.;Различение звуков и букв: буква как знак звука;-1;75
694;1.02.1;Равномерное и неравномерное прямолинейное движение;7;77
695;1.03.1.;Трудовая деятельность в образовательной организации;11;76
696;1.04.1;Понятие истины, её критерии;10;61
697;1.04.1;Выразительные возможности изобразительного искусства;11;23
698;1.06.1.;Деление слов на слоги. Слог как минимальная произносительная единица;1;75
699;1.07.1;Крестьянский дом как отражение уклада крестьянской жизни и памятник архитектуры.;11;23
700;1.07.1.;Ударение, произношение звуков и сочетаний звуков в соответствии с нормами современного русского литературного языка;4;75
701;1.1;Числа от нуля до миллиона;3;48
702;1.1;Натуральный ряд чисел и его свойства;6;48
703;1.1;Человек - существо биосоциальное;7;61
704;1.1;Механическое движение. Траектория. Путь. Перемещение;9;77
705;1.1;Identifying detail, understanding and interpreting information, specific information, gist, detail, main idea, function, attitude, opinion, etc.;11;4
706;1.1.01;Биология в современной естественнонаучной картине мира и практической деятельности людей;7;9
707;07.12.2.;Знаки препинания в сложном предложении с несколькими придаточными;9;75
708;07.18.1.;Знаки препинания в простых и сложных предложениях с союзом И;8;75
709;07.19.12;Объяснение постановки двоеточия в простом и сложном предложении;10;75
710;07.19.14.;Пунктуационный анализ. Обобщение;8;75
711;09.1.1.;Нормативное ударение;7;75
712;09.1.1.;Нормативное ударение;8;75
713;09.3.1;Морфологические грамматические нормы образования форм имен существительных;6;75
714;09.4.3.;Синтаксические грамматические нормы построения предложений с деепричастием и деепричастным оборотом;8;75
715;09.4.9;Синтаксические грамматические нормы (обобщение);7;75
716;1;Термины ПДД;3;8
717;1;Площадь. Единицы площади;3;48
718;1;Понимание запрашиваемой информации в прослушанном тексте, который содержит некоторое количество незнакомых слов;5;4
719;1;Тембральное разнообразие инструментов симфонического оркестра;5;57
720;1;Методы изучения живых существ: наблюдение, измерение, эксперимент, описание по плану;6;9
721;1;Геометрические фигуры;7;13
722;1;Находить в тексте конкретные сведения, факты, заданные в явном виде;7;56
723;1;Выборочное понимание необходимой/запрашиваемой информации в несложных звучащих аутентичных текстах;9;58
724;1;Корень степени n > 1 и его свойства;10;48
725;1;Определение органических веществ ароматического ряда по их структурным формулам;11;17
726;1;С древнейших времён до начала XXI в. (история России, история зарубежных стран);11;32
727;1;"Электризация тел, электрический заряд,  закон сохранения электрического заряда,  Закон Кулона,  напряженность 
 электрического поля, принцип суперпозиции";11;77
728;1;"№ 273-ФЗ «Об образовании в
Российской Федерации», ст. 2";100;73
729;1, 2, 3, 4;"Биология как наука. Методы биологии; Признаки живых организмов; Система, многообразие и эволюция живой природы; Человек и его здоровье";9;9
730;1.01.1;Общество как форма жизнедеятельности людей (общество и общественные отношения);8;61
731;1.02.1;Равномерное и неравномерное прямолинейное движение;8;77
732;1.02.1.;Равномерное и неравномерное прямолинейное движение;7;77
733;1.02.5.;Определение основных событий и восстановление их последовательности;1;88
734;1.02.6.;Подбор заголовка, соответствующего содержанию и общему смыслу текста;1;88
735;1.03.1;Скорость;7;77
736;1.03.1.;Звёзды, созвездия, планеты Солнечной системы;4;63
737;1.05.1.;Деятельность человека и её основные виды;11;61
738;1.05.3.;Характеристика «согласный твёрдый - согласный мягкий»;1;75
739;1.05.4.;Определение парных и непарных по твёрдости - мягкости согласных звуков;-1;75
740;1.06.1.;Деятельность человека, ее основные виды;9;61
741;1.07.1;Человек в группе. Межличностные отношения. Общение;8;61
742;1.09.1.;Сила;8;77
743;1.09.1.;Методические требования к электронным образовательным материалам. Московская электронная школа;11;76
744;1.09.4.;Комплексная характеристика звуков и букв слова;3;75
745;1.1;Числа от нуля до миллиона;2;50
746;1.1;Основные признаки живого;9;9
747;1.1;Географические модели: глобус, географическая карта, план местности, их основные параметры и элементы (масштаб, условные знаки, способы картографического изображения, градусная сеть);9;12
748;1.1;Представление информации;9;27
749;06.05.05.;Правописание гласных. Обобщение;5;75
750;06.05.07.;Ударение в словах;5;75
751;06.05.1.;Правописание корней;10;75
752;06.05.3.;Чередующиеся гласные в корне слова;10;75
753;06.06.4.;Правописание слов с орфограммами в приставках и после приставок (обобщение);6;75
754;06.07.1.;Суффиксы имён существительных;6;75
755;07.03.06.;Составные задачи на нахождение и анализ остатка;4;48
756;07.07.1.;Знаки препинания в предложениях с обособленными членами (обобщение);9;75
757;07.18.1;Знаки препинания в простых и сложных предложениях с союзом И;6;75
758;07.18.1.;Знаки препинания в простых и сложносочинённых предложениях с союзом И;10;75
