"ResultId","Source","ParticipantId","StudentParallel","TestDate","Mark","MaxMark","SubjectId","Partition"
"29859300","0","EA5625AF-9B8D-48CE-9CFA-4263E63AE33D","11","2020-05-28 11:00:12","4","20","68","1"
"29859400","0","0B0B04F3-F81F-4119-A097-52923681E4BF","11","2020-05-28 11:00:12","16","20","68","1"
"29859500","0","91BAB7AE-0421-4E82-80D4-D21BE7A75661","11","2020-05-28 11:00:12","16","20","68","1"
"29859700","0","51A07EAF-F4A3-49AB-AF54-1339CAA483F6","11","2020-05-28 11:00:17","18","20","68","1"
"29859800","0","2A895363-2BB4-46EC-9D35-732CE1AB2A61","11","2020-05-28 11:00:23","11","20","68","1"
"29859900","0","1A1A8EC4-96FD-4F71-A554-B6B86B816CD2","11","2020-05-28 11:00:23","14","20","68","1"
"29860100","0","00329F1B-2C6A-4175-9A98-4E7D0FD716C0","11","2020-05-28 11:00:31","4","20","68","1"
"29860200","0","75E2D674-79A6-45D2-8EE8-FDC601F705A5","11","2020-05-28 11:00:36","6","20","68","1"
"29860300","0","2DBFB16A-91B1-46A2-A1E9-6C557DF06852","11","2020-05-28 11:00:38","8","20","68","1"
"29860400","0","87BF524B-2B63-4665-AB86-B6BC116DBFD1","11","2020-05-28 11:00:41","4","20","68","1"
"29860700","0","01F1D935-F08A-416B-A954-7B283B388E48","11","2020-05-28 11:00:54","14","20","68","1"
"29860800","0","46B8A1C8-880F-4015-85A0-3CA695C49CB2","11","2020-05-28 11:00:57","10","20","68","1"
"29860900","0","6D9DB524-7369-4CCC-9AC4-DAF51B71977C","11","2020-05-28 11:01:01","12","20","68","1"
"29861000","0","44BBE926-B313-4F5C-B057-A64841ED68E3","11","2020-05-28 11:01:40","11","20","68","1"
"29861100","0","FAE025F1-0BFA-46A7-AAB8-74FA6B4BBDA1","11","2020-05-28 11:01:53","14","20","68","1"
"29861200","0","C9C880BE-CC85-4BFD-9FC3-D6FDC554E324","11","2020-05-28 11:01:57","8","20","68","1"
"29861300","0","FA7589F5-549E-4AD9-A2FE-B77022D41F37","11","2020-05-28 11:02:09","10","20","68","1"
"29861500","0","F26A29E4-9AC8-45EC-893D-5D16AA9DBD73","11","2020-05-28 11:02:42","9","20","68","1"
"29861600","0","A87B218F-EF33-4320-878E-8E515D95DF6F","11","2020-05-28 11:02:42","3","20","68","1"
"29861900","0","BE9749D8-CC97-4D42-B2FB-6B94D35C15BA","11","2020-05-28 11:02:53","4","20","68","1"
"29862100","0","DEB861B9-FA8B-43CD-84D8-CEB4DF6FDC0C","11","2020-05-28 11:02:55","2","20","68","1"
"29862200","0","D3E1361D-656F-4CDC-884D-4BBA05DE4FA7","11","2020-05-28 11:03:00","18","20","68","1"
"29862300","0","4BAEECED-A812-4278-B02C-61ECBBA9AF3B","11","2020-05-28 11:03:00","0","20","68","1"
"29862500","0","83A3E1E3-B3AF-4FBD-AF79-D8F341185BBA","11","2020-05-28 11:03:10","11","20","68","1"
"29862700","0","5F4FBC9C-BD0A-492B-BA1E-067009EA7538","11","2020-05-28 11:03:16","8","20","68","1"
"29862800","0","E696CAE8-F882-4948-A435-7D0EE1005BB8","11","2020-05-28 11:03:16","6","20","68","1"
"29863100","0","E0F01B85-4DD8-4B3D-A16F-B81C44388A47","11","2020-05-28 11:03:19","0","20","68","1"
"29863300","0","CB4A777A-70C7-409C-B13D-6ECF097340CC","11","2020-05-28 11:03:24","9","20","68","1"
"29863400","0","58FF1265-9B60-4344-B448-8863E25380FA","11","2020-05-28 11:03:26","12","20","68","1"
"29863600","0","CD8A6DAA-0D67-4F13-A96B-4FA0C7E8C4B4","11","2020-05-28 11:03:41","10","20","68","1"
"29863700","0","D7AB0E8F-DE8F-4802-9B54-5F11AF6B4303","11","2020-05-28 11:03:41","8","20","68","1"
"29863800","0","420C6C1A-565C-48F9-A247-F7F3C79B6CC5","11","2020-05-28 11:03:42","4","20","68","1"
"29863900","0","95767ABB-47E1-4101-8D55-5E6A2ED7E9FA","11","2020-05-28 11:03:45","12","20","68","1"
"29864100","0","A13A72DD-ACF8-4BE5-A192-75045CBC0DD4","11","2020-05-28 11:04:03","11","20","68","1"
"29864200","0","6C279CFC-B75C-43DF-ACF7-620D3859C1CD","11","2020-05-28 11:04:07","10","20","68","1"
"29864300","0","D76ACD75-DAB0-485B-9A10-CE46CF40A851","11","2020-05-28 11:04:20","9","20","68","1"
"29864400","0","2FECCE37-B177-4CBC-AA27-674643FE7EC0","11","2020-05-28 11:04:25","2","20","68","1"
"29864500","0","4273DC5D-8C3A-4EA0-A96F-79B669A1B521","11","2020-05-28 11:04:25","7","20","68","1"
"29864600","0","43BFD56F-A98B-495A-AB35-893C931F5A8E","11","2020-05-28 11:04:25","16","20","68","1"
"29864700","0","234BCCCC-82D5-4E1F-9443-7BAE855C1CBC","11","2020-05-28 11:04:26","15","20","68","1"
"29864800","0","96607932-0BF6-485B-B4C8-98C0E8747A6F","11","2020-05-28 11:04:28","8","20","68","1"
"29865100","0","2BDA6ABA-2C5C-4B2C-BE13-FD4DC44C4CDF","11","2020-05-28 11:04:41","9","20","68","1"
"29865400","0","FE3B0C76-E5CB-4C19-A3EF-09A2D736CC09","11","2020-05-28 11:04:57","9","20","68","1"
"29865500","0","0F61ADA2-0512-4767-9D9B-877E262EC3BB","11","2020-05-28 11:05:03","9","20","68","1"
"29865600","0","1548810A-59A0-4D61-8477-5E6EF4FECF7E","11","2020-05-28 11:05:16","6","20","68","1"
"29865900","0","83B5B1FD-9188-4C90-B87F-44DBA6E05D19","11","2020-05-28 11:05:26","11","20","68","1"
"29866000","0","FAA77509-0727-4651-B894-4A89E53E96DE","11","2020-05-28 11:05:27","6","20","68","1"
"29866200","0","A0AA19FA-F36D-4FB2-BF14-674B48069C91","11","2020-05-28 11:05:39","11","20","68","1"
"29866400","0","EA5F017B-0BA9-46AD-A372-F4108ACE794D","11","2020-05-28 11:05:43","15","20","68","1"
"29866500","0","563B78AF-BD63-416D-B38D-21D0E3762B07","11","2020-05-28 11:05:47","4","20","68","1"
"29866600","0","B88E62A2-2FF8-4EC8-B194-4049991BB3A0","11","2020-05-28 11:05:48","3","20","68","1"
"29866700","0","57A02EB3-39B9-4D5C-9FE5-1D0FFB2F8A90","11","2020-05-28 11:05:49","6","20","68","1"
"29866800","0","182CE564-F5E8-400B-A7B3-82ADF4B9867D","11","2020-05-28 11:05:54","8","20","68","1"
"29866900","0","3CE606E3-42A5-42F1-8435-44159B5106E2","11","2020-05-28 11:05:58","16","20","68","1"
"29867000","0","5CBC4BC8-7D6C-4098-9974-9782D09C0B8D","11","2020-05-28 11:06:02","2","20","68","1"
"29867100","0","31D84F66-B503-42B8-A8CC-013AC46EDAAE","11","2020-05-28 11:06:02","0","20","68","1"
"29867200","0","403D2017-9A44-49F7-B07E-7869710E8234","11","2020-05-28 11:06:04","4","20","68","1"
"29867300","0","DF07102B-3609-4853-A7D4-267AA67BA793","11","2020-05-28 11:06:09","6","20","68","1"
"29867400","0","ACF0AFAE-F3BD-4991-9CFC-857480597EF2","11","2020-05-28 11:06:10","8","20","68","1"
"29867600","0","E09B44B4-56F8-423E-939D-3478F07945A6","11","2020-05-28 11:06:13","2","20","68","1"
"29867800","0","1249BC66-A2BD-49B3-8BBC-C9BD9A7843D3","11","2020-05-28 11:06:24","11","20","68","1"
"29867900","0","D14B714F-7B32-4A0C-8744-23CEEAAACE58","11","2020-05-28 11:06:25","6","20","68","1"
"29868000","0","122DF0E3-68F1-46D1-81B3-6431D13CE747","11","2020-05-28 11:06:31","5","20","68","1"
"29868200","0","7ED51A27-490A-4991-991F-2A0E26FF07D7","11","2020-05-28 11:06:35","2","20","68","1"
"29868400","0","3BD9DCDB-A0BE-46FC-9601-96C7D6F62BC8","11","2020-05-28 11:06:37","5","20","68","1"
"29868600","0","FEDFDD24-0831-4468-966B-06AB219203A3","11","2020-05-28 11:06:42","6","20","68","1"
"29868900","0","5499E5CC-0979-4BCE-BD65-525291881F42","11","2020-05-28 11:06:52","11","20","68","1"
"29869000","0","5A429BC2-6E7F-4E85-B6D7-D1A051D4E9B6","11","2020-05-28 11:06:54","9","20","68","1"
"29869100","0","96920669-79DF-463F-B7CA-CDCA8CF682B1","11","2020-05-28 11:06:55","10","20","68","1"
"29869300","0","6895DC2E-FCDC-4DFD-9830-83BA0A1E90A0","11","2020-05-28 11:07:07","10","20","68","1"
"29869500","0","6194C726-CB68-47EA-94E6-E9072D7B9782","11","2020-05-28 11:07:25","7","20","68","1"
"29869700","0","A8C248F5-4022-4F76-AB46-FCA47ABDF5D9","11","2020-05-28 11:07:26","11","20","68","1"
"29869800","0","2D0D9C27-F5EE-41F1-9A73-39E5B2F01B84","11","2020-05-28 11:07:29","4","20","68","1"
"29870200","0","CE452CD6-B291-4BB9-96AA-B31743FFEC7F","11","2020-05-28 11:07:39","7","20","68","1"
"29870300","0","0473C0A3-944A-424B-958F-341181BC1E8E","11","2020-05-28 11:07:41","6","20","68","1"
"29870400","0","66A3B5E3-0ACB-4692-9C95-67AB0F266D23","11","2020-05-28 11:07:42","4","20","68","1"
"29870600","0","468659EC-9DAA-4372-8F75-C1D73354F8FC","11","2020-05-28 11:07:46","8","20","68","1"
"29870700","0","1B8016F4-E0B4-4E09-AA0E-983B05C72C60","11","2020-05-28 11:07:47","5","20","68","1"
"29870800","0","3ED1E91E-519E-4A75-A69D-D4144DE358B1","11","2020-05-28 11:07:48","7","20","68","1"
"29870900","0","EC56DF66-8BBA-4CA1-A228-AE8308EF9AE2","11","2020-05-28 11:07:48","9","20","68","1"
"29871000","0","7BD43059-3594-4A72-80F2-F1B0720D1183","11","2020-05-28 11:07:48","13","20","68","1"
"29871100","0","5DFD98E3-7B04-4944-80C9-37268682C7FC","11","2020-05-28 11:07:50","2","20","68","1"
"29871200","0","5C3259DF-99AB-4930-B974-89FB5D1A002B","11","2020-05-28 11:07:52","9","20","68","1"
"29871300","0","EB5447BD-CE00-4E48-A8B4-C9739FD4F912","11","2020-05-28 11:07:54","6","20","68","1"
"29871400","0","DDAC44DD-F6F2-4242-B1EA-E1CA824961C5","11","2020-05-28 11:07:59","3","20","68","1"
"29871600","0","D3102911-709D-4834-B4F4-8FDC001A99EA","11","2020-05-28 11:08:04","14","20","68","1"
"29871800","0","7654EB6C-0B37-4908-B2A8-8A2D2509A22B","11","2020-05-28 11:08:18","16","20","68","1"
"29871900","0","A77A475A-215C-4B2C-95EB-9A4853405108","11","2020-05-28 11:08:23","9","20","68","1"
"29872000","0","4528FD47-3F52-485A-99CB-1ACB989BD60D","11","2020-05-28 11:08:28","13","20","68","1"
"29872100","0","A946D3FF-5A3B-40C4-A5DE-35E08FE9E4BB","11","2020-05-28 11:08:34","11","20","68","1"
"29872300","0","F1B213DE-1520-41D0-AB00-785A31CA47FF","11","2020-05-28 11:08:35","7","20","68","1"
"29872400","0","7747058B-06D5-4A7A-AC2D-690700245248","11","2020-05-28 11:08:39","4","20","68","1"
"29872700","0","2F26267B-546B-4315-9C4F-487132A2C762","11","2020-05-28 11:08:43","3","20","68","1"
"29872900","0","96F95451-C819-4757-AB2D-5AF64B3BB456","11","2020-05-28 11:08:50","16","20","68","1"
"29873500","0","8A3F857C-DB85-4D38-9FF8-EAB376C38380","11","2020-05-28 11:09:11","4","20","68","1"
"29873700","0","AC65DCE1-55C8-41AA-8609-A3113899FACF","11","2020-05-28 11:09:14","2","20","68","1"
"29873800","0","C25E448E-BDF8-4729-A285-FC7078969E08","11","2020-05-28 11:09:15","6","20","68","1"
"29873900","0","9C01EB82-4652-479A-A9C6-0CAB72D06CEB","11","2020-05-28 11:09:20","7","20","68","1"
"29874000","0","5DAA3656-B379-4BDF-9EBB-86AD81964353","11","2020-05-28 11:09:23","5","20","68","1"
"29874100","0","D6AEA3DA-A45A-41F2-95F2-E785948BC620","11","2020-05-28 11:09:24","4","20","68","1"
"29874200","0","FB7A3502-1F44-479E-9F21-CB9FB9A6AD09","11","2020-05-28 11:09:32","8","20","68","1"
"29874300","0","D3941AA9-B8CA-4CAC-A112-7A3CD5AF957E","11","2020-05-28 11:09:39","4","20","68","1"
"29874400","0","CED32529-FE69-4336-B3CF-6B22BFCB5763","11","2020-05-28 11:09:41","6","20","68","1"
"29874500","0","703511A3-8BCA-4853-8BD1-47F52C31BED2","11","2020-05-28 11:09:43","0","20","68","1"
"29874600","0","D377E22F-A0EB-4429-95E3-AFDE93AF8729","11","2020-05-28 11:09:44","2","20","68","1"
"29874700","0","D163B437-793E-4055-811A-B171D26C6E66","11","2020-05-28 11:09:45","6","20","68","1"
"29874800","0","FEF27A1A-D15C-48B8-867B-D7B204F558CB","11","2020-05-28 11:09:50","6","20","68","1"
"29875000","0","75FA8A1B-E085-4651-AD24-9EF2E4E80123","11","2020-05-28 11:10:05","9","20","68","1"
"29875100","0","094BF8EE-FB0F-4824-BA26-966A3FFCA0AA","11","2020-05-28 11:10:05","9","20","68","1"
"29875200","0","9A87A085-775B-47EA-A3B9-BAA7A96F2F14","11","2020-05-28 11:10:07","7","20","68","1"
"29875300","0","F035E166-2CE2-43F6-8C93-60FBE92A72DD","11","2020-05-28 11:10:10","9","20","68","1"
"29875600","0","CA57FFD1-3499-46D5-84B8-9979F2BA2B1E","11","2020-05-28 11:10:14","2","20","68","1"
"29875700","0","65C1A675-3372-4E16-8F4F-DC3E6B5E1876","11","2020-05-28 11:10:15","6","20","68","1"
"29875800","0","84165EC6-A682-456C-B122-800D023B235E","11","2020-05-28 11:10:18","6","20","68","1"
"29875900","0","AA2C5E01-FAC2-4F21-B1DA-75A384E704A4","11","2020-05-28 11:10:21","11","20","68","1"
"29876000","0","C2FDB1B2-7552-4156-B615-2142E7300605","11","2020-05-28 11:10:30","4","20","68","1"
"29876100","0","601FF538-E0BF-4F0D-9248-1F0EE9C62B85","11","2020-05-28 11:10:32","0","20","68","1"
"29876400","0","849F0EEF-BA3B-4AA5-9F96-7C067BF175DC","11","2020-05-28 11:10:38","6","20","68","1"
"29876500","0","B69A53BF-E456-423E-A558-5A099D0E1A3A","11","2020-05-28 11:10:40","9","20","68","1"
"29876800","0","2ACEC3B8-AAFC-469E-B4DF-E212A3AE1211","11","2020-05-28 11:11:13","16","20","68","1"
"29876900","0","821525DE-22E1-4CA2-95E6-1E8016266004","11","2020-05-28 11:11:14","8","20","68","1"
"29877000","0","1D1E9622-4B51-444F-B054-C6D55C6C9044","11","2020-05-28 11:11:18","6","20","68","1"
"29877100","0","2FCBD027-B5E2-49FB-9824-15428A8BF311","11","2020-05-28 11:11:27","6","20","68","1"
"29877400","0","A138798F-0C04-4C87-A265-64BDBA2AAFAB","11","2020-05-28 11:11:45","2","20","68","1"
"29877500","0","E99EBEBA-5053-435A-9381-D3A85084296D","11","2020-05-28 11:11:46","9","20","68","1"
"29877800","0","FCBC1781-12A7-48F1-ADDB-6C6CF40E984D","11","2020-05-28 11:12:10","0","20","68","1"
"29877900","0","CC4600CB-DE28-4BBD-8919-1C1EBE1FB34C","11","2020-05-28 11:12:23","3","20","68","1"
"29878000","0","A95EF411-40E3-403C-99AF-15DBB5186725","11","2020-05-28 11:12:26","14","20","68","1"
"29878200","0","F4BF85FC-BEC5-41D5-BA41-93B76B3FE069","11","2020-05-28 11:12:37","8","20","68","1"
"29878300","0","C68313A1-78AE-4185-9294-3FD19EB46664","11","2020-05-28 11:12:39","6","20","68","1"
"29878400","0","3CD550C0-6925-46F2-A96E-829987B1921E","11","2020-05-28 11:12:41","5","20","68","1"
"29878500","0","790DAA39-526F-4AA6-A5F2-93F659287312","11","2020-05-28 11:12:44","8","20","68","1"
"29878700","0","AFAD99B4-E419-468D-84C1-7D964C89DA77","11","2020-05-28 11:12:51","11","20","68","1"
"29878800","0","0FA7E7CA-903F-41D3-99D1-350E5BCA0A1E","11","2020-05-28 11:13:00","8","20","68","1"
"29878900","0","8E86C11E-8662-4690-922B-69AACAF8EDE1","11","2020-05-28 11:13:07","5","20","68","1"
"29879000","0","06B19AC8-76F6-4060-AF3C-52542898A622","11","2020-05-28 11:13:11","6","20","68","1"
"29879200","0","4BF74C40-CD58-445B-A98B-B3506E14692F","11","2020-05-28 11:13:21","6","20","68","1"
"29879300","0","22CD5BA8-90C1-46D2-88BC-77B2642F3C1F","11","2020-05-28 11:13:24","6","20","68","1"
"29879500","0","0C908D30-E179-4B7A-893F-B0511D9103F1","11","2020-05-28 11:13:51","8","20","68","1"
"29879600","0","5DE84126-A178-4B77-9CEF-95C70165BD8A","11","2020-05-28 11:14:05","3","20","68","1"
"29879700","0","0C25719F-2342-43FC-8498-C407EA8D309F","11","2020-05-28 11:14:14","7","20","68","1"
"29879800","0","34C70631-8E96-466E-8DCA-D037DC06EC6B","11","2020-05-28 11:14:26","6","20","68","1"
"29880000","0","2A39A325-0CB5-4203-BBB0-DA473A95E4D6","11","2020-05-28 11:15:15","8","20","68","1"
"29880100","0","8D0DF943-41B2-485D-9957-89E1E2C7E404","11","2020-05-28 11:15:29","18","20","68","1"
"29880300","0","A08CE677-A7CB-4219-BD78-E2D2390CD04C","11","2020-05-28 11:15:43","15","20","68","1"
"29880400","0","72024510-1DFE-4374-A169-1DBEBC2089E3","11","2020-05-28 11:16:46","0","20","68","1"
"29880500","0","9315CCD2-30CB-4745-9564-5699FB5CDD84","11","2020-05-28 11:16:46","5","20","68","1"
"29880600","0","E65718D3-669C-438E-89B5-C88D41B9B838","11","2020-05-28 11:16:50","11","20","68","1"
"29880700","0","A9571495-55E4-4F58-8E6D-5BFFDDDECD52","11","2020-05-28 11:16:50","6","20","68","1"
"29881000","0","08B2399C-5268-4817-83A8-DBF33143DF9B","11","2020-05-28 11:17:02","17","20","68","1"
"29881100","0","C54843BC-3B2B-4B20-8022-569D4958D0DB","11","2020-05-28 11:17:04","12","20","68","1"
"29881200","0","343C5C66-AE78-4208-903A-F257CC40E588","11","2020-05-28 11:17:08","6","20","68","1"
"29881400","0","750863F6-B036-4A6B-A8EB-1C0D2C40198B","11","2020-05-28 11:17:12","6","20","68","1"
"29881500","0","3D6111FA-43F1-4E72-88D6-39984A4F0CF5","11","2020-05-28 11:17:31","11","20","68","1"
"29881600","0","AF8C07D9-8C00-4A89-B50E-60E9D9A3DF81","11","2020-05-28 11:18:59","7","20","68","1"
"29881700","0","A44200AA-8EF4-4DF9-A2FD-9D829EA12939","11","2020-05-28 11:19:07","6","20","68","1"
"29881800","0","A69389EB-C84C-4D2E-BC4C-BEA9C178E146","11","2020-05-28 11:19:09","0","20","68","1"
"29881900","0","2D45F72C-5D59-4BE0-BA6A-AA738294F49D","11","2020-05-28 11:19:24","12","20","68","1"
"29882000","0","4A69116D-F186-4BA9-89F2-BCA6323FD82C","11","2020-05-28 11:19:29","10","20","68","1"
"29882100","0","4268F837-5C33-41AA-AF0D-A08C18F08FFC","11","2020-05-28 11:19:33","5","20","68","1"
"29882200","0","7CA25BA8-4FF9-4844-BD5E-43C8CF058B9B","11","2020-05-28 11:19:51","4","20","68","1"
"29882300","0","DC6AB498-B486-4167-9936-541B0E68CE39","11","2020-05-28 11:19:55","13","20","68","1"
"29882400","0","F9B3FDC5-1A20-48BE-A868-FD437C958DBE","11","2020-05-28 11:20:25","5","20","68","1"
"29882600","0","F264CFF5-C5D5-4A77-8EEB-90174408689C","11","2020-05-28 11:21:17","4","20","68","1"
"29882700","0","D874D07A-8001-4123-888F-71252D2D586C","11","2020-05-28 11:21:25","9","20","68","1"
"29882900","0","D544B1B2-CFEC-4DA2-B999-5340A88BBA51","11","2020-05-28 11:22:43","0","20","68","1"
"29883000","0","13CB48A2-80F2-4F01-BAB3-7C9EDB68350E","11","2020-05-28 11:22:53","9","20","68","1"
"29883100","0","706D955D-E1A2-4C18-B0E9-A2F6BA02571F","11","2020-05-28 11:22:57","8","20","68","1"
"29883200","0","22665274-F7F2-4716-9FF7-73BEE55B3D4A","11","2020-05-28 11:24:32","5","20","68","1"
"29883700","0","4FDD6ED4-6731-437B-90F6-24A5C66FF60A","11","2020-05-28 11:31:03","10","20","68","1"
"29883800","0","457EF7AC-97C1-4277-B04D-C7BA14DC52DE","11","2020-05-28 11:31:15","6","20","68","1"
"29883900","0","9F12A260-5671-41A7-87D9-4DE78808DBB0","11","2020-05-28 11:32:49","8","20","68","1"
"29884100","0","361F00D5-D71A-4604-A5C9-25498D4E0844","11","2020-05-28 11:44:50","5","20","68","1"
"29884200","0","E77B6D6F-70E8-41B9-BEBF-1EFF4645F03F","11","2020-05-28 11:46:30","6","20","68","1"
"29884300","0","18458BCE-F17D-4D64-BD72-CDF1893DF6FE","11","2020-05-28 11:52:09","9","20","68","1"
"29884700","0","23F4DEB9-49F6-41D1-9862-F292705930C3","11","2020-05-28 11:57:15","4","20","68","1"
"29884900","0","98987E51-808D-4CC2-95C0-55B42F36E843","11","2020-05-28 12:00:08","14","20","68","1"
"29885000","0","CF77FA32-8B22-455A-B692-CCA4FA3E4524","11","2020-05-28 12:01:16","4","20","68","1"
"29885100","0","04B8A82A-0D6D-4F2F-97E3-484B051A560C","11","2020-05-28 12:09:10","11","20","68","1"
"29885300","0","1EA647DB-9567-415D-B48C-50B933EAC908","11","2020-05-28 12:31:51","8","20","68","1"
"29885400","0","AD3462DF-7A83-4A42-90A2-225732838F4A","11","2020-05-28 12:33:00","8","20","68","1"
"29885500","0","A2673FA7-2413-4F3E-B35A-1278D35EEF3E","11","2020-05-28 12:33:35","6","20","68","1"
"29885600","0","7DCF3D9F-9C18-4C2B-93E2-16BBD4CAD851","11","2020-05-28 12:34:16","9","20","68","1"
"29885700","0","43ECEDEA-29C3-4DE4-9DDE-E32A5471E449","11","2020-05-28 12:34:31","4","20","68","1"
"29885800","0","A21D5E9E-A382-4CD2-BC0B-17BF985F9685","11","2020-05-28 12:35:03","2","20","68","1"
"29885900","0","84A1FB81-F57E-4900-840C-BCD71678062B","11","2020-05-28 12:35:33","0","20","68","1"
"29886200","0","5E3F936D-4F8D-4534-BA10-767FA44F9BA7","11","2020-05-28 12:36:16","9","20","68","1"
"29886300","0","0455944B-010F-4DBB-800F-44D40249EF00","11","2020-05-28 12:36:41","4","20","68","1"
"29886500","0","C3F0C3B9-93D0-4BEB-80D8-1CFB3C5E7B6A","11","2020-05-28 12:37:07","6","20","68","1"
"29886600","0","7E0769A3-CF19-4B43-B4AC-EB60FB3FD408","11","2020-05-28 12:38:48","4","20","68","1"
"29886800","0","A266D52C-7DF0-4153-A8FA-380FFA941C7B","11","2020-05-28 12:39:58","5","20","68","1"
"29887000","0","D65D403A-664A-4F7C-9CB1-CD4681FEE3B8","11","2020-05-28 12:42:22","0","20","68","1"
"29887100","0","56B875D8-F23B-4167-899E-70DCC89E6F3B","11","2020-05-28 12:42:40","0","20","68","1"
"29887500","0","200B8549-29AC-43F5-93BF-DCD5DAB19FDF","11","2020-05-28 12:46:19","12","20","68","1"
"29887700","0","B01FB12F-3492-4749-9612-AAE10ED7ADDB","11","2020-05-28 13:00:01","4","20","68","1"
"29887800","0","B8410546-27D9-4593-B8F2-45AA4A542B35","11","2020-05-28 13:00:01","15","20","68","1"
"29887900","0","604B860F-EAEC-4A9B-8B27-2855F6803DAD","11","2020-05-28 13:00:02","4","20","68","1"
"29888000","0","F7EED4E5-53B0-4856-9747-707387B2FDA3","11","2020-05-28 13:00:02","7","20","68","1"
"29888200","0","F675FBC4-4B87-46BE-9ADA-4777A4A009E5","11","2020-05-28 13:00:02","7","20","68","1"
"29888400","0","A4A4DAA5-9C2F-416C-8627-791E4B62B0CF","11","2020-05-28 13:00:02","13","20","68","1"
"29888500","0","F271E76A-33E5-4A34-ABBB-B80AE766D74F","11","2020-05-28 13:00:02","8","20","68","1"
"29888600","0","B049088B-1C42-438A-AC04-ED7C71229F5C","11","2020-05-28 13:00:02","5","20","68","1"
"29888700","0","FAC34D3D-6EB6-4073-8FC7-394F3E99FC58","11","2020-05-28 13:00:02","7","20","68","1"
"29888800","0","30E65EC6-56EF-417B-B21F-CEE4EEC99932","11","2020-05-28 13:00:03","11","20","68","1"
"29888900","0","612D0CD2-7386-465F-B6C8-1F178236277F","11","2020-05-28 13:00:03","9","20","68","1"
"29889100","0","4EFE67B9-B9E7-4FF6-8507-E880CB1D6E5E","11","2020-05-28 13:00:03","1","20","68","1"
"29889200","0","840F6C53-AEE6-442E-9984-D1F3175D38E5","11","2020-05-28 13:00:03","8","20","68","1"
"29889300","0","D735B7FF-A270-49DC-8933-AF74B793350F","11","2020-05-28 13:00:03","14","20","68","1"
"29889600","0","09537D8B-DD87-4800-97F1-F1C259D86B03","11","2020-05-28 13:00:03","4","20","68","1"
"29889700","0","2F8133F6-4FE8-4874-BA75-7C5ACCFD8C6B","11","2020-05-28 13:00:04","4","20","68","1"
"29889800","0","691556DD-834D-433B-904C-04160D5A11AC","11","2020-05-28 13:00:04","9","20","68","1"
"29890000","0","B965D2EC-5E45-4699-98C2-529BE910A869","11","2020-05-28 13:00:04","8","20","68","1"
"29890200","0","211C38B1-471D-498A-94B2-CD57F8054B21","11","2020-05-28 13:00:04","2","20","68","1"
"29890400","0","A5D85276-1210-433A-9E95-C5475A62DEC4","11","2020-05-28 13:00:04","5","20","68","1"
"29890600","0","A0E880E6-8DF8-4837-891F-24B721C1B6BA","11","2020-05-28 13:00:04","4","20","68","1"
"29890800","0","D3179BD5-CD2C-4BE3-B9EA-925EDAAE17D9","11","2020-05-28 13:00:04","7","20","68","1"
"29891000","0","BA8F9A54-62F3-45EE-8F82-C1642DC4DCAE","11","2020-05-28 13:00:04","7","20","68","1"
"29891100","0","A2C102FB-1E28-4C11-9239-FDA5E4A7012B","11","2020-05-28 13:00:05","6","20","68","1"
"29891300","0","8A180D2D-4608-4E68-9A69-D54D5614F6B5","11","2020-05-28 13:00:05","5","20","68","1"
"29891500","0","9D95FE30-E823-4F9E-969F-FCCFFA6BFD79","11","2020-05-28 13:00:05","6","20","68","1"
"29891600","0","0A6DD838-EDE3-4175-AF4C-0D91D6ED57A3","11","2020-05-28 13:00:05","4","20","68","1"
"29891700","0","3B5DE8D2-54D7-4D0C-8935-05BDEAD987DD","11","2020-05-28 13:00:06","5","20","68","1"
"29892000","0","9B666C1E-0DED-4601-8636-EBC2304F4597","11","2020-05-28 13:00:06","2","20","68","1"
"29892100","0","67CC098C-3FF9-458B-8D93-EEA32A5BC3C0","11","2020-05-28 13:00:06","4","20","68","1"
"29892300","0","5704C1EC-D3BA-4FCF-8EC5-232B61846308","11","2020-05-28 13:00:07","15","20","68","1"
"29892400","0","97ED5F1B-6F5E-4817-9BCC-D465796099A5","11","2020-05-28 13:00:07","17","20","68","1"
"29892500","0","5431A894-58F0-4FEF-ABF2-F6546E07887F","11","2020-05-28 13:00:08","4","20","68","1"
"29892600","0","D4467F16-93A9-46FD-A44A-3521B1B444D6","11","2020-05-28 13:00:09","7","20","68","1"
"29892700","0","19F84B8A-5724-4FD5-9FAB-EA4AECDD8A6A","11","2020-05-28 13:00:09","5","20","68","1"
"29892900","0","18E4FCF1-F120-4526-9BDD-463363DBA908","11","2020-05-28 13:00:10","2","20","68","1"
"29893000","0","DDA64CC4-8321-43AB-8381-277A3616384E","11","2020-05-28 13:00:12","8","20","68","1"
"29893100","0","FC287067-3122-4E1A-894A-DE67ED2A5916","11","2020-05-28 13:00:12","14","20","68","1"
"29893300","0","499C3734-E23E-4337-AE9B-634A8238A930","11","2020-05-28 13:00:13","11","20","68","1"
"29893400","0","9C6BDD46-F766-4AA8-B50C-4966ED4D8F4B","11","2020-05-28 13:00:14","2","20","68","1"
"29893600","0","4D8404C0-CA40-4DB9-A3B6-F2350B863C5C","11","2020-05-28 13:00:15","6","20","68","1"
"29893700","0","6DD9B077-2519-499D-BA94-A530B4CDBA10","11","2020-05-28 13:00:16","6","20","68","1"
